date,protocol,chain,apy,stablecoin,tvl,gasCost,bridgeFee
2024-07-03,Compound,Optimism,2.66,DAI,189525822,1.96,3.84
2024-07-03,Compound,Polygon,3.79,USDC,177115021,0.84,3.03
2024-07-03,Compound,Polygon,3.38,USDT,197592386,1.3,3.8
2024-07-03,Compound,Polygon,3.44,DAI,198986564,0.97,2.47
2024-07-03,Compound,Base,3.34,USDT,197139221,1.25,3.96
2024-07-03,Compound,Base,3.47,DAI,195338750,1.38,3.42
2024-07-03,Curve,Ethereum,8.26,USDC,322531689,12.57,0
2024-07-03,Curve,Ethereum,7.45,USDT,322600453,21.53,0
2024-07-03,Curve,Ethereum,10.23,DAI,300043822,19.9,0
2024-07-03,Curve,Arbitrum,7.93,USDC,352867600,2.28,5.59
2024-07-03,Curve,Arbitrum,8.8,DAI,313134362,2.18,5.17
2024-07-03,Curve,Optimism,6.63,USDT,342356178,1.75,5.23
2024-07-03,Curve,Optimism,10.76,DAI,319048954,1.83,4.67
2024-07-03,Curve,Polygon,9.97,USDT,335614303,0.75,3.41
2024-07-03,Curve,Polygon,11.68,DAI,318596224,1.15,1.82
2024-07-03,Curve,Base,7.52,USDC,328790786,1.21,2.97
2024-07-03,Curve,Base,8.81,USDT,320804116,1.47,3.41
2024-07-03,Curve,Base,10.08,DAI,349460303,1.59,4.47
2024-07-03,Uniswap V3,Ethereum,9.28,USDC,105761303,22.83,0
2024-07-03,Uniswap V3,Arbitrum,9.41,USDC,97582005,2.28,5.5
2024-07-03,Uniswap V3,Arbitrum,13.45,USDT,98607755,2.87,4.42
2024-07-03,Uniswap V3,Arbitrum,11.75,DAI,87075222,3.29,3.87
2024-07-03,Uniswap V3,Optimism,10.27,USDT,94375299,1.67,3.05
2024-07-03,Uniswap V3,Optimism,7.32,DAI,98439203,2.04,3.85
2024-07-03,Uniswap V3,Polygon,11.87,USDC,98471366,0.82,2.99
2024-07-03,Uniswap V3,Polygon,8.44,USDT,95033977,1.07,2.71
2024-07-03,Uniswap V3,Polygon,10.3,DAI,94701212,0.74,2.65
2024-07-03,Uniswap V3,Base,8.81,USDC,99859969,1.46,4.06
2024-07-03,Uniswap V3,Base,10.19,USDT,94343742,1.61,3.58
2024-07-03,Uniswap V3,Base,10.69,DAI,92769953,1.7,2.95
2024-07-03,Yearn,Ethereum,3.51,USDC,125953563,18.38,0
2024-07-03,Yearn,Ethereum,3.67,USDT,127765069,12.61,0
2024-07-03,Yearn,Ethereum,3.64,DAI,125747537,18.48,0
2024-07-03,Yearn,Arbitrum,4.96,USDC,138276273,1.67,5.07
2024-07-03,Yearn,Arbitrum,4.66,USDT,130521675,2.77,5.17
2024-07-03,Yearn,Arbitrum,4.79,DAI,127874999,2.63,4.74
2024-07-03,Yearn,Optimism,4.5,USDC,113587875,1.63,2.96
2024-07-03,Yearn,Optimism,4.24,USDT,125807271,1.55,4.74
2024-07-03,Yearn,Optimism,4.21,DAI,119614456,2.22,3.89
2024-07-03,Yearn,Polygon,4.84,USDC,123262647,0.75,3.69
2024-07-03,Yearn,Polygon,5.02,USDT,140955352,0.85,3.32
2024-07-03,Yearn,Polygon,5.32,DAI,124620131,0.93,3.44
2024-07-03,Yearn,Base,4.91,USDC,121104862,1.38,4.42
2024-07-03,Yearn,Base,4.36,USDT,121042292,1.64,2.68
2024-07-03,Yearn,Base,4.36,DAI,113770762,1.38,5.35
2024-07-03,Pendle,Ethereum,9.52,USDC,75923317,13.78,0
2024-07-03,Pendle,Ethereum,9.96,USDT,74393342,18.22,0
2024-07-03,Pendle,Ethereum,13.5,DAI,79943245,15.39,0
2024-07-03,Pendle,Arbitrum,17.83,USDC,77305345,2.42,4.64
2024-07-03,Pendle,Arbitrum,16.3,USDT,81545298,2.06,5.23
2024-07-03,Pendle,Arbitrum,18.49,DAI,77940948,2.91,4.11
2024-07-03,Pendle,Optimism,15.59,USDC,80193547,1.52,3.73
2024-07-03,Pendle,Optimism,13.83,USDT,82344690,1.65,3.0
2024-07-03,Pendle,Base,12.81,USDC,73978222,1.54,6.42
2024-07-03,Pendle,Base,16.46,USDT,83157512,1.79,4.36
2024-07-03,Convex,Ethereum,5.58,USDC,167720793,19.79,0
2024-07-03,Convex,Ethereum,5.38,USDT,152313692,13.74,0
2024-07-03,Convex,Ethereum,6.64,DAI,168529897,19.26,0
2024-07-03,Balancer,Ethereum,7.88,USDC,116630656,16.5,0
2024-07-03,Balancer,Ethereum,8.27,USDT,111702652,20.79,0
2024-07-03,Balancer,Ethereum,6.23,DAI,123993920,16.73,0
2024-07-03,Balancer,Arbitrum,10.17,USDC,110832699,2.29,4.64
2024-07-03,Balancer,Arbitrum,8.57,USDT,119525974,1.99,4.13
2024-07-03,Balancer,Arbitrum,9.82,DAI,110051504,2.59,3.49
2024-07-03,Balancer,Optimism,10.28,USDC,108563761,2.1,4.48
2024-07-03,Balancer,Optimism,11.53,USDT,117973839,1.42,3.93
2024-07-03,Balancer,Polygon,12.22,USDC,101388002,1.07,2.44
2024-07-03,Balancer,Polygon,9.79,USDT,116239883,0.9,2.98
2024-07-03,Balancer,Polygon,10.65,DAI,124406644,1.2,2.44
2024-07-03,Balancer,Base,9.26,USDC,107328586,1.26,4.54
2024-07-03,Balancer,Base,9.9,USDT,108412431,1.48,2.73
2024-07-03,Balancer,Base,8.6,DAI,108375805,1.28,4.28
2024-07-04,Aave,Ethereum,2.91,USDT,272363478,18.57,0
2024-07-04,Aave,Ethereum,2.9,DAI,264068897,15.94,0
2024-07-04,Aave,Arbitrum,3.87,USDT,253728733,2.95,2.44
2024-07-04,Aave,Arbitrum,3.66,DAI,249765471,2.55,5.55
2024-07-04,Aave,Optimism,3.6,USDC,267280287,2.22,2.46
2024-07-04,Aave,Optimism,3.69,USDT,265043990,1.54,3.77
2024-07-04,Aave,Optimism,3.91,DAI,261767358,1.63,3.99
2024-07-04,Aave,Polygon,4.29,USDC,250582781,1.2,3.39
2024-07-04,Aave,Polygon,3.63,USDT,253190334,0.91,2.73
2024-07-04,Aave,Polygon,4.11,DAI,255320020,1.12,2.61
2024-07-04,Aave,Base,3.46,USDC,255452989,2.04,4.62
2024-07-04,Aave,Base,3.6,USDT,258499924,1.22,5.14
2024-07-04,Aave,Base,3.31,DAI,286724777,1.47,4.35
2024-07-04,Compound,Ethereum,2.74,USDC,192337578,16.96,0
2024-07-04,Compound,Ethereum,2.56,USDT,207179200,16.89,0
2024-07-04,Compound,Ethereum,2.77,DAI,210489808,15.36,0
2024-07-04,Compound,Arbitrum,3.71,USDC,186287689,2.08,6.04
2024-07-04,Compound,Arbitrum,3.61,USDT,193810828,2.59,2.89
2024-07-04,Compound,Arbitrum,3.25,DAI,194257782,2.94,5.23
2024-07-04,Compound,Optimism,3.47,USDT,179505663,1.69,3.48
2024-07-04,Compound,Optimism,3.39,DAI,195294540,2.09,4.3
2024-07-04,Compound,Polygon,3.43,USDC,193075965,0.93,2.76
2024-07-04,Compound,Polygon,3.54,USDT,187703655,1.22,1.73
2024-07-04,Compound,Polygon,3.58,DAI,200787164,0.75,2.43
2024-07-04,Compound,Base,3.21,USDC,180282173,1.27,4.25
2024-07-04,Compound,Base,3.59,USDT,195439768,1.44,4.37
2024-07-04,Compound,Base,3.78,DAI,187807672,1.73,4.89
2024-07-04,Curve,Ethereum,7.78,USDT,326798765,16.7,0
2024-07-04,Curve,Ethereum,6.11,DAI,337814552,18.09,0
2024-07-04,Curve,Arbitrum,9.72,USDC,345964923,2.77,5.39
2024-07-04,Curve,Arbitrum,9.28,USDT,360697325,1.66,2.75
2024-07-04,Curve,Optimism,8.76,USDT,347840631,1.72,3.53
2024-07-04,Curve,Optimism,8.25,DAI,337485825,2.16,3.38
2024-07-04,Curve,Polygon,9.84,USDT,311237629,0.75,3.52
2024-07-04,Curve,Polygon,8.98,DAI,358635775,0.99,2.73
2024-07-04,Curve,Base,9.9,USDC,351183897,1.3,3.43
2024-07-04,Curve,Base,8.42,USDT,353357489,1.34,4.55
2024-07-04,Curve,Base,8.66,DAI,349084656,1.84,3.21
2024-07-04,Uniswap V3,Ethereum,8.16,USDC,102902825,19.34,0
2024-07-04,Uniswap V3,Ethereum,8.96,USDT,106228659,20.05,0
2024-07-04,Uniswap V3,Ethereum,9.64,DAI,102962992,14.81,0
2024-07-04,Uniswap V3,Arbitrum,10.93,USDC,99114959,3.02,4.04
2024-07-04,Uniswap V3,Arbitrum,12.24,USDT,101165371,2.43,4.12
2024-07-04,Uniswap V3,Arbitrum,10.8,DAI,97524668,2.17,4.44
2024-07-04,Uniswap V3,Optimism,11.21,USDT,98244614,1.75,4.32
2024-07-04,Uniswap V3,Optimism,8.88,DAI,100856765,1.75,3.43
2024-07-04,Uniswap V3,Polygon,10.87,USDC,108786413,1.04,2.45
2024-07-04,Uniswap V3,Polygon,8.38,USDT,102774284,0.95,2.37
2024-07-04,Uniswap V3,Polygon,12.37,DAI,99038982,1.07,3.39
2024-07-04,Uniswap V3,Base,8.91,USDC,103597224,1.58,4.38
2024-07-04,Uniswap V3,Base,10.61,USDT,102203476,1.58,3.4
2024-07-04,Uniswap V3,Base,10.29,DAI,105667109,1.69,4.42
2024-07-04,Yearn,Ethereum,3.66,USDC,125178811,17.94,0
2024-07-04,Yearn,Ethereum,3.44,USDT,130327362,23.48,0
2024-07-04,Yearn,Ethereum,4.02,DAI,137496137,18.59,0
2024-07-04,Yearn,Arbitrum,4.68,USDC,122303763,2.44,4.12
2024-07-04,Yearn,Arbitrum,4.85,USDT,122534718,2.96,6.28
2024-07-04,Yearn,Arbitrum,4.86,DAI,133761577,1.76,3.04
2024-07-04,Yearn,Optimism,4.03,USDC,130362667,2.15,2.92
2024-07-04,Yearn,Optimism,5.03,USDT,131270533,2.22,4.07
2024-07-04,Yearn,Optimism,4.79,DAI,138692522,1.71,4.81
2024-07-04,Yearn,Polygon,4.94,USDC,131202711,0.9,2.69
2024-07-04,Yearn,Polygon,5.23,USDT,136886745,0.77,3.56
2024-07-04,Yearn,Polygon,5.03,DAI,116739383,0.95,2.51
2024-07-04,Yearn,Base,4.7,USDC,123251059,1.4,3.56
2024-07-04,Yearn,Base,4.12,USDT,122597742,1.11,4.21
2024-07-04,Yearn,Base,4.54,DAI,134487314,1.45,3.88
2024-07-04,Pendle,Ethereum,9.68,USDC,84256733,17.53,0
2024-07-04,Pendle,Ethereum,10.86,USDT,85112977,14.6,0
2024-07-04,Pendle,Ethereum,12.58,DAI,79875362,15.92,0
2024-07-04,Pendle,Arbitrum,15.02,USDC,83337429,2.75,4.11
2024-07-04,Pendle,Arbitrum,12.08,USDT,74662031,2.23,5.88
2024-07-04,Pendle,Arbitrum,12.51,DAI,82329740,3.16,7.04
2024-07-04,Pendle,Optimism,11.3,USDC,83530214,1.61,4.77
2024-07-04,Pendle,Optimism,14.67,USDT,79106503,1.88,4.55
2024-07-04,Pendle,Optimism,11.25,DAI,86482672,1.39,4.4
2024-07-04,Pendle,Base,16.6,USDC,80528887,1.46,2.99
2024-07-04,Pendle,Base,14.26,USDT,72464861,1.15,3.9
2024-07-04,Pendle,Base,11.33,DAI,83835267,1.24,2.33
2024-07-04,Convex,Ethereum,5.64,USDC,158323987,19.75,0
2024-07-04,Convex,Ethereum,6.15,USDT,165113872,18.36,0
2024-07-04,Balancer,Ethereum,6.95,USDC,115902315,15.28,0
2024-07-04,Balancer,Ethereum,8.62,USDT,118184640,17.89,0
2024-07-04,Balancer,Ethereum,8.51,DAI,129908558,15.68,0
2024-07-04,Balancer,Arbitrum,7.89,USDC,123598364,3.14,6.07
2024-07-04,Balancer,Arbitrum,10.63,USDT,117511966,2.15,4.27
2024-07-04,Balancer,Arbitrum,10.4,DAI,115922459,2.63,4.39
2024-07-04,Balancer,Optimism,9.12,USDC,116565678,2.09,4.71
2024-07-04,Balancer,Optimism,10.27,USDT,120255556,2.02,3.61
2024-07-04,Balancer,Optimism,9.07,DAI,128024771,2.16,2.39
2024-07-04,Balancer,Polygon,8.55,USDC,121997764,1.13,3.97
2024-07-04,Balancer,Polygon,11.52,USDT,123332835,0.98,2.88
2024-07-04,Balancer,Polygon,11.18,DAI,118043395,0.93,2.99
2024-07-04,Balancer,Base,8.24,USDC,117943658,1.59,4.27
