Day,Date,Protocol,Chain,APY,Portfolio Value,Daily Yield,Costs
28,2024-01-28,Balancer,Arbitrum,8.93,10074.85,2.45,1.62
29,2024-01-29,Balancer,Arbitrum,8.16,10077.08,2.24,0.00
30,2024-01-30,Balancer,Arbitrum,6.50,10078.86,1.78,0.00
31,2024-01-31,Uniswap V3,Arbitrum,21.44,10077.16,5.87,7.58
32,2024-02-01,Uniswap V3,Arbitrum,23.04,10083.47,6.31,0.00
33,2024-02-02,Uniswap V3,Arbitrum,18.11,10088.43,4.96,0.00
34,2024-02-03,Uniswap V3,Arbitrum,12.62,10091.88,3.46,0.00
35,2024-02-04,Uniswap V3,Arbitrum,12.34,10095.26,3.38,0.00
36,2024-02-05,Curve,Arbitrum,9.71,10096.15,2.66,1.77
37,2024-02-06,Balancer,Arbitrum,9.07,10094.74,2.49,3.90
38,2024-02-07,Balancer,Arbitrum,8.53,10095.74,2.34,1.34
39,2024-02-08,Balancer,Arbitrum,8.19,10097.98,2.24,0.00
40,2024-02-09,Curve,Arbitrum,8.67,10098.95,2.37,1.40
41,2024-02-10,Uniswap V3,Arbitrum,8.78,10098.28,2.41,3.08
42,2024-02-11,Balancer,Arbitrum,9.53,10098.98,2.61,1.91
43,2024-02-12,Balancer,Arbitrum,8.91,10101.42,2.44,0.00
44,2024-02-13,Balancer,Arbitrum,7.30,10103.42,2.00,0.00
45,2024-02-14,Balancer,Arbitrum,7.83,10105.57,2.15,0.00
46,2024-02-15,Balancer,Arbitrum,7.20,10107.54,1.97,0.00
47,2024-02-16,Balancer,Arbitrum,8.37,10109.83,2.29,0.00
48,2024-02-17,Pendle,Arbitrum,12.04,10107.79,3.30,5.34
49,2024-02-18,Pendle,Arbitrum,10.61,10110.70,2.91,0.00
50,2024-02-19,Pendle,Arbitrum,16.27,10114.12,4.45,1.03
51,2024-02-20,Pendle,Arbitrum,54.32,10128.98,14.85,0.00
52,2024-02-21,Pendle,Arbitrum,56.10,10143.15,15.34,1.17
53,2024-02-22,Pendle,Arbitrum,46.96,10154.61,12.85,1.39
54,2024-02-23,Pendle,Arbitrum,43.88,10165.63,12.01,0.98
55,2024-02-24,Pendle,Arbitrum,38.60,10175.34,10.56,0.85
56,2024-02-25,Pendle,Arbitrum,31.66,10184.01,8.66,0.00
57,2024-02-26,Pendle,Arbitrum,25.13,10190.89,6.88,0.00
58,2024-02-27,Pendle,Arbitrum,16.03,10195.28,4.39,0.00
59,2024-02-28,Pendle,Arbitrum,16.77,10199.87,4.59,0.00
60,2024-02-29,Pendle,Arbitrum,17.15,10204.57,4.70,0.00
61,2024-03-01,Curve,Arbitrum,19.05,10207.60,5.22,2.18
62,2024-03-02,Curve,Arbitrum,19.88,10209.94,5.45,3.11
63,2024-03-03,Curve,Arbitrum,20.50,10215.55,5.61,0.00
64,2024-03-04,Pendle,Arbitrum,19.13,10218.59,5.24,2.20
65,2024-03-05,Curve,Arbitrum,21.11,10222.16,5.78,2.21
66,2024-03-06,Curve,Arbitrum,18.12,10227.13,4.96,0.00
67,2024-03-07,Curve,Arbitrum,18.32,10232.15,5.02,0.00
68,2024-03-08,Curve,Arbitrum,14.90,10236.23,4.08,0.00
69,2024-03-09,Curve,Arbitrum,16.13,10240.64,4.42,0.00
70,2024-03-10,Curve,Arbitrum,14.71,10244.67,4.03,0.00
71,2024-03-11,Curve,Arbitrum,17.98,10249.60,4.92,0.00
72,2024-03-12,Curve,Arbitrum,14.33,10253.52,3.92,0.00
73,2024-03-13,Curve,Arbitrum,14.12,10257.39,3.87,0.00
74,2024-03-14,Curve,Arbitrum,14.67,10261.41,4.02,0.00
75,2024-03-15,Curve,Arbitrum,14.95,10265.50,4.09,0.00
76,2024-03-16,Uniswap V3,Arbitrum,27.79,10267.06,7.61,6.05
77,2024-03-17,Uniswap V3,Arbitrum,22.20,10273.14,6.08,0.00
78,2024-03-18,Curve,Arbitrum,11.36,10272.56,3.11,3.69
79,2024-03-19,Curve,Arbitrum,10.44,10275.42,2.86,0.00
80,2024-03-20,Curve,Arbitrum,10.80,10278.38,2.96,0.00
81,2024-03-21,Curve,Arbitrum,8.49,10280.71,2.32,0.00
82,2024-03-22,Curve,Arbitrum,8.60,10283.06,2.36,0.00
83,2024-03-23,Yearn,Arbitrum,9.34,10282.58,2.56,3.04
84,2024-03-24,Yearn,Arbitrum,9.40,10285.16,2.58,0.00
85,2024-03-25,Yearn,Arbitrum,9.34,10287.71,2.56,0.00
86,2024-03-26,Pendle,Arbitrum,14.78,10287.85,4.05,3.92
87,2024-03-27,Pendle,Arbitrum,19.04,10291.01,5.21,2.05
88,2024-03-28,Pendle,Arbitrum,19.13,10296.25,5.24,0.00
89,2024-03-29,Curve,Arbitrum,10.63,10297.89,2.91,1.27
90,2024-03-30,Curve,Arbitrum,9.05,10300.37,2.48,0.00
91,2024-03-31,Pendle,Arbitrum,11.89,10302.18,3.26,1.45
92,2024-04-01,Pendle,Arbitrum,10.95,10305.18,3.00,0.00
93,2024-04-02,Pendle,Arbitrum,13.57,10308.89,3.72,0.00
94,2024-04-03,Pendle,Arbitrum,11.93,10312.16,3.27,0.00
95,2024-04-04,Pendle,Arbitrum,16.33,10315.30,4.47,1.34
96,2024-04-05,Pendle,Arbitrum,18.46,10320.35,5.05,0.00
97,2024-04-06,Pendle,Arbitrum,14.81,10324.41,4.06,0.00
98,2024-04-07,Pendle,Arbitrum,16.66,10328.97,4.56,0.00
99,2024-04-08,Pendle,Arbitrum,17.70,10333.81,4.85,0.00
100,2024-04-09,Pendle,Arbitrum,13.56,10337.53,3.71,0.00
101,2024-04-10,Pendle,Arbitrum,18.56,10341.42,5.08,1.19
102,2024-04-11,Pendle,Arbitrum,18.89,10346.59,5.17,0.00
103,2024-04-12,Pendle,Arbitrum,18.32,10351.61,5.02,0.00
104,2024-04-13,Pendle,Arbitrum,19.85,10357.05,5.44,0.00
105,2024-04-14,Pendle,Arbitrum,17.50,10360.77,4.79,1.07
106,2024-04-15,Curve,Arbitrum,29.90,10363.82,8.19,5.14
107,2024-04-16,Curve,Arbitrum,28.98,10371.75,7.93,0.00
108,2024-04-17,Curve,Arbitrum,23.98,10378.32,6.57,0.00
109,2024-04-18,Pendle,Arbitrum,15.63,10375.20,4.28,7.40
110,2024-04-19,Pendle,Arbitrum,13.20,10378.04,3.62,0.78
111,2024-04-20,Balancer,Arbitrum,8.20,10376.61,2.25,3.68
112,2024-04-21,Balancer,Arbitrum,9.12,10377.70,2.50,1.40
113,2024-04-22,Balancer,Arbitrum,9.45,10378.83,2.59,1.46
114,2024-04-23,Balancer,Arbitrum,9.12,10380.33,2.50,1.00
115,2024-04-24,Balancer,Arbitrum,8.85,10382.76,2.42,0.00
116,2024-04-25,Balancer,Arbitrum,8.13,10384.98,2.23,0.00
117,2024-04-26,Balancer,Arbitrum,9.44,10386.45,2.59,1.12
118,2024-04-27,Balancer,Arbitrum,8.46,10388.76,2.32,0.00
119,2024-04-28,Balancer,Arbitrum,10.20,10390.92,2.79,0.64
120,2024-04-29,Balancer,Arbitrum,9.18,10393.43,2.51,0.00
121,2024-04-30,Uniswap V3,Arbitrum,30.32,10395.22,8.31,6.52
122,2024-05-01,Uniswap V3,Arbitrum,34.52,10404.67,9.45,0.00
123,2024-05-02,Uniswap V3,Arbitrum,30.60,10413.05,8.38,0.00
124,2024-05-03,Uniswap V3,Arbitrum,29.24,10421.05,8.01,0.00
125,2024-05-04,Uniswap V3,Arbitrum,26.36,10428.27,7.22,0.00
126,2024-05-05,Uniswap V3,Arbitrum,26.56,10435.54,7.27,0.00
127,2024-05-06,Uniswap V3,Arbitrum,27.82,10443.16,7.62,0.00
128,2024-05-07,Uniswap V3,Arbitrum,24.84,10449.96,6.80,0.00
129,2024-05-08,Uniswap V3,Arbitrum,22.95,10456.24,6.28,0.00
130,2024-05-09,Uniswap V3,Arbitrum,23.26,10462.61,6.37,0.00
131,2024-05-10,Uniswap V3,Arbitrum,21.08,10468.38,5.77,0.00
132,2024-05-11,Uniswap V3,Arbitrum,16.52,10472.90,4.52,0.00
133,2024-05-12,Uniswap V3,Arbitrum,20.99,10478.65,5.75,0.00
134,2024-05-13,Uniswap V3,Arbitrum,15.73,10482.96,4.31,0.00
135,2024-05-14,Uniswap V3,Arbitrum,17.09,10487.64,4.68,0.00
136,2024-05-15,Uniswap V3,Arbitrum,17.00,10492.30,4.66,0.00
137,2024-05-16,Uniswap V3,Arbitrum,12.31,10495.67,3.37,0.00
138,2024-05-17,Pendle,Arbitrum,14.32,10497.91,3.92,1.68
139,2024-05-18,Pendle,Arbitrum,13.78,10500.47,3.77,1.22
140,2024-05-19,Pendle,Arbitrum,12.85,10502.53,3.52,1.46
141,2024-05-20,Pendle,Arbitrum,17.53,10505.49,4.80,1.84
142,2024-05-21,Pendle,Arbitrum,19.14,10510.73,5.24,0.00
143,2024-05-22,Pendle,Arbitrum,15.85,10515.07,4.34,0.00
144,2024-05-23,Pendle,Arbitrum,20.04,10518.34,5.49,2.22
145,2024-05-24,Pendle,Arbitrum,16.10,10522.75,4.41,0.00
146,2024-05-25,Uniswap V3,Arbitrum,25.74,10525.15,7.05,4.65
147,2024-05-26,Uniswap V3,Arbitrum,24.11,10530.57,6.60,1.18
148,2024-05-27,Uniswap V3,Arbitrum,25.74,10537.62,7.05,0.00
149,2024-05-28,Pendle,Arbitrum,22.40,10541.16,6.13,2.59
150,2024-05-29,Pendle,Arbitrum,12.32,10540.81,3.38,3.73
151,2024-05-30,Pendle,Arbitrum,18.97,10543.99,5.20,2.01
152,2024-05-31,Pendle,Arbitrum,17.48,10548.78,4.79,0.00
153,2024-06-01,Pendle,Arbitrum,14.13,10552.65,3.87,0.00
154,2024-06-02,Pendle,Arbitrum,16.38,10557.13,4.49,0.00
155,2024-06-03,Pendle,Arbitrum,13.29,10560.77,3.64,0.00
156,2024-06-04,Pendle,Arbitrum,13.77,10564.54,3.77,0.00
157,2024-06-05,Pendle,Arbitrum,13.47,10568.23,3.69,0.00
158,2024-06-06,Pendle,Arbitrum,12.66,10571.70,3.47,0.00
159,2024-06-07,Pendle,Arbitrum,11.81,10574.94,3.24,0.00
160,2024-06-08,Balancer,Arbitrum,9.45,10575.38,2.59,2.15
161,2024-06-09,Pendle,Arbitrum,25.66,10579.63,7.03,2.77
162,2024-06-10,Pendle,Arbitrum,20.54,10585.26,5.62,0.00
163,2024-06-11,Pendle,Arbitrum,18.81,10590.41,5.15,0.00
164,2024-06-12,Pendle,Arbitrum,15.23,10594.58,4.17,0.00
165,2024-06-13,Pendle,Arbitrum,11.65,10597.77,3.19,0.00
166,2024-06-14,Curve,Arbitrum,9.45,10597.87,2.59,2.49
167,2024-06-15,Curve,Arbitrum,8.84,10599.39,2.42,0.90
168,2024-06-16,Curve,Arbitrum,8.92,10600.70,2.44,1.13
169,2024-06-17,Curve,Arbitrum,9.24,10602.63,2.53,0.60
170,2024-06-18,Curve,Arbitrum,9.65,10602.90,2.64,2.38
171,2024-06-19,Curve,Arbitrum,10.16,10605.68,2.78,0.00
172,2024-06-20,Curve,Arbitrum,8.26,10607.94,2.26,0.00
173,2024-06-21,Balancer,Arbitrum,10.95,10606.89,3.00,4.05
174,2024-06-22,Balancer,Arbitrum,8.59,10608.52,2.35,0.73
175,2024-06-23,Balancer,Arbitrum,10.32,10611.34,2.83,0.00
176,2024-06-24,Curve,Arbitrum,10.58,10612.29,2.90,1.95
177,2024-06-25,Curve,Arbitrum,10.49,10615.16,2.87,0.00
178,2024-06-26,Curve,Arbitrum,9.70,10617.82,2.66,0.00
179,2024-06-27,Pendle,Arbitrum,12.22,10617.17,3.35,4.00
180,2024-06-28,Pendle,Arbitrum,9.81,10619.86,2.69,0.00
181,2024-06-29,Curve,Arbitrum,23.41,10619.00,6.41,7.27
182,2024-06-30,Curve,Arbitrum,21.00,10624.75,5.75,0.00
183,2024-07-01,Curve,Arbitrum,21.31,10630.58,5.84,0.00
184,2024-07-02,Curve,Arbitrum,24.30,10637.24,6.65,0.00
185,2024-07-03,Pendle,Arbitrum,14.58,10636.35,4.00,4.88
186,2024-07-04,Pendle,Arbitrum,17.60,10638.12,4.82,3.05
187,2024-07-05,Pendle,Arbitrum,17.93,10643.03,4.91,0.00
188,2024-07-06,Pendle,Arbitrum,15.74,10647.35,4.31,0.00
189,2024-07-07,Pendle,Arbitrum,16.96,10651.99,4.64,0.00
190,2024-07-08,Pendle,Arbitrum,18.05,10656.93,4.94,0.00
191,2024-07-09,Pendle,Arbitrum,18.97,10662.13,5.20,0.00
192,2024-07-10,Pendle,Arbitrum,19.15,10667.37,5.24,0.00
193,2024-07-11,Pendle,Arbitrum,17.29,10671.23,4.74,0.88
194,2024-07-12,Pendle,Arbitrum,17.18,10675.93,4.71,0.00
195,2024-07-13,Pendle,Arbitrum,16.80,10680.53,4.60,0.00
196,2024-07-14,Pendle,Arbitrum,62.85,10697.72,17.18,0.00
197,2024-07-15,Pendle,Arbitrum,62.66,10714.85,17.13,0.00
198,2024-07-16,Pendle,Arbitrum,54.54,10729.77,14.92,0.00
199,2024-07-17,Pendle,Arbitrum,48.99,10741.65,13.40,1.52
200,2024-07-18,Pendle,Arbitrum,50.93,10754.42,13.93,1.16
201,2024-07-19,Pendle,Arbitrum,15.33,10757.86,4.20,0.76
202,2024-07-20,Pendle,Arbitrum,12.13,10760.25,3.32,0.93
203,2024-07-21,Pendle,Arbitrum,10.18,10763.04,2.79,0.00
204,2024-07-22,Pendle,Arbitrum,10.32,10765.87,2.83,0.00
205,2024-07-23,Curve,Arbitrum,11.29,10766.21,3.09,2.75
206,2024-07-24,Curve,Arbitrum,9.81,10768.90,2.69,0.00
207,2024-07-25,Curve,Arbitrum,9.07,10771.39,2.48,0.00
208,2024-07-26,Curve,Arbitrum,8.55,10773.73,2.34,0.00
209,2024-07-27,Balancer,Arbitrum,8.85,10773.25,2.42,2.90
210,2024-07-28,Curve,Arbitrum,10.03,10771.73,2.75,4.27
211,2024-07-29,Curve,Arbitrum,10.55,10773.35,2.89,1.27
212,2024-07-30,Curve,Arbitrum,10.34,10776.18,2.83,0.00
213,2024-07-31,Curve,Arbitrum,11.02,10778.16,3.02,1.04
214,2024-08-01,Curve,Arbitrum,8.98,10780.62,2.46,0.00
215,2024-08-02,Curve,Arbitrum,10.97,10782.86,3.00,0.76
216,2024-08-03,Balancer,Arbitrum,9.72,10783.39,2.66,2.14
217,2024-08-04,Balancer,Arbitrum,9.45,10785.97,2.59,0.00
218,2024-08-05,Curve,Arbitrum,11.91,10787.22,3.26,2.02
219,2024-08-06,Curve,Arbitrum,10.18,10788.44,2.79,1.57
220,2024-08-07,Curve,Arbitrum,8.94,10790.89,2.45,0.00
221,2024-08-08,Curve,Arbitrum,11.37,10794.00,3.12,0.00
222,2024-08-09,Curve,Arbitrum,9.98,10795.67,2.74,1.07
223,2024-08-10,Curve,Arbitrum,8.64,10797.51,2.37,0.52
224,2024-08-11,Balancer,Arbitrum,10.55,10797.33,2.89,3.08
225,2024-08-12,Pendle,Arbitrum,11.33,10798.47,3.10,1.96
226,2024-08-13,Pendle,Arbitrum,13.29,10800.55,3.64,1.56
227,2024-08-14,Pendle,Arbitrum,13.58,10804.27,3.72,0.00
228,2024-08-15,Pendle,Arbitrum,13.80,10806.60,3.78,1.45
229,2024-08-16,Pendle,Arbitrum,14.48,10810.56,3.97,0.00
230,2024-08-17,Pendle,Arbitrum,14.11,10814.43,3.86,0.00
231,2024-08-18,Pendle,Arbitrum,15.96,10817.22,4.37,1.58
232,2024-08-19,Pendle,Arbitrum,17.13,10821.91,4.69,0.00
233,2024-08-20,Pendle,Arbitrum,14.45,10825.87,3.96,0.00
234,2024-08-21,Pendle,Arbitrum,18.28,10830.87,5.01,0.00
235,2024-08-22,Pendle,Arbitrum,16.83,10835.48,4.61,0.00
236,2024-08-23,Pendle,Arbitrum,16.15,10839.91,4.42,0.00
237,2024-08-24,Pendle,Arbitrum,18.86,10844.16,5.16,0.91
238,2024-08-25,Pendle,Arbitrum,16.31,10848.63,4.47,0.00
239,2024-08-26,Pendle,Arbitrum,18.23,10853.62,4.99,0.00
240,2024-08-27,Pendle,Arbitrum,16.45,10858.12,4.50,0.00
241,2024-08-28,Uniswap V3,Arbitrum,10.80,10857.02,2.96,4.06
242,2024-08-29,Yearn,Arbitrum,9.78,10855.36,2.68,4.34
243,2024-08-30,Yearn,Arbitrum,7.73,10857.48,2.12,0.00
244,2024-08-31,Yearn,Arbitrum,9.25,10859.31,2.53,0.71
245,2024-09-01,Yearn,Arbitrum,9.79,10861.16,2.68,0.83
246,2024-09-02,Uniswap V3,Arbitrum,9.69,10862.45,2.65,1.36
247,2024-09-03,Uniswap V3,Arbitrum,7.87,10864.61,2.16,0.00
248,2024-09-04,Curve,Arbitrum,9.43,10863.50,2.58,3.69
249,2024-09-05,Curve,Arbitrum,9.07,10865.98,2.48,0.00
250,2024-09-06,Curve,Arbitrum,9.78,10868.66,2.68,0.00
251,2024-09-07,Balancer,Arbitrum,12.83,10868.40,3.52,3.78
252,2024-09-08,Balancer,Arbitrum,11.77,10871.62,3.22,0.00
253,2024-09-09,Balancer,Arbitrum,12.61,10875.07,3.45,0.00
254,2024-09-10,Balancer,Arbitrum,11.29,10878.17,3.09,0.00
255,2024-09-11,Balancer,Arbitrum,12.48,10881.58,3.42,0.00
256,2024-09-12,Balancer,Arbitrum,11.35,10884.69,3.11,0.00
257,2024-09-13,Balancer,Arbitrum,12.00,10887.98,3.29,0.00
258,2024-09-14,Balancer,Arbitrum,13.23,10891.60,3.62,0.00
259,2024-09-15,Balancer,Arbitrum,10.28,10894.42,2.82,0.00
260,2024-09-16,Balancer,Arbitrum,9.13,10896.21,2.50,0.71
261,2024-09-17,Balancer,Arbitrum,12.21,10897.74,3.35,1.81
262,2024-09-18,Balancer,Arbitrum,9.78,10900.42,2.68,0.00
263,2024-09-19,Balancer,Arbitrum,10.56,10903.32,2.89,0.00
264,2024-09-20,Balancer,Arbitrum,12.16,10906.65,3.33,0.00
265,2024-09-21,Balancer,Arbitrum,9.38,10908.40,2.57,0.82
266,2024-09-22,Balancer,Arbitrum,8.90,10910.18,2.44,0.66
267,2024-09-23,Balancer,Arbitrum,11.31,10913.27,3.10,0.00
268,2024-09-24,Balancer,Arbitrum,9.81,10915.96,2.69,0.00
269,2024-09-25,Balancer,Arbitrum,9.83,10918.65,2.69,0.00
270,2024-09-26,Balancer,Arbitrum,8.20,10920.90,2.24,0.00
271,2024-09-27,Curve,Arbitrum,19.97,10920.05,5.47,6.32
272,2024-09-28,Curve,Arbitrum,15.05,10924.17,4.12,0.00
273,2024-09-29,Curve,Arbitrum,17.73,10929.03,4.86,0.00
274,2024-09-30,Curve,Arbitrum,18.27,10934.03,5.00,0.00
275,2024-10-01,Curve,Arbitrum,15.80,10938.36,4.33,0.00
276,2024-10-02,Pendle,Arbitrum,47.57,10943.24,13.03,8.14
277,2024-10-03,Pendle,Arbitrum,43.52,10955.15,11.91,0.00
278,2024-10-04,Pendle,Arbitrum,47.55,10968.17,13.01,0.00
279,2024-10-05,Pendle,Arbitrum,45.68,10980.66,12.50,0.00
280,2024-10-06,Pendle,Arbitrum,19.40,10985.97,5.31,0.00
281,2024-10-07,Pendle,Arbitrum,19.00,10991.18,5.20,0.00
282,2024-10-08,Pendle,Arbitrum,20.07,10996.67,5.50,0.00
283,2024-10-09,Pendle,Arbitrum,16.51,11001.19,4.52,0.00
284,2024-10-10,Pendle,Arbitrum,18.85,11006.35,5.16,0.00
285,2024-10-11,Pendle,Arbitrum,16.98,11011.01,4.65,0.00
286,2024-10-12,Pendle,Arbitrum,14.79,11015.06,4.05,0.00
287,2024-10-13,Pendle,Arbitrum,16.96,11019.70,4.65,0.00
288,2024-10-14,Pendle,Arbitrum,16.99,11024.35,4.65,0.00
289,2024-10-15,Pendle,Arbitrum,16.96,11029.00,4.65,0.00
290,2024-10-16,Pendle,Arbitrum,14.44,11031.73,3.95,1.22
291,2024-10-17,Uniswap V3,Arbitrum,30.73,11029.84,8.42,10.32
292,2024-10-18,Uniswap V3,Arbitrum,22.86,11036.10,6.26,0.00
293,2024-10-19,Uniswap V3,Arbitrum,31.58,11044.74,8.65,0.00
294,2024-10-20,Balancer,Arbitrum,10.28,11043.68,2.82,3.88
295,2024-10-21,Balancer,Arbitrum,10.01,11046.42,2.74,0.00
296,2024-10-22,Balancer,Arbitrum,9.82,11047.79,2.69,1.32
297,2024-10-23,Balancer,Arbitrum,8.67,11048.62,2.38,1.55
298,2024-10-24,Balancer,Arbitrum,9.69,11049.55,2.66,1.72
299,2024-10-25,Curve,Arbitrum,10.02,11050.30,2.75,2.00
300,2024-10-26,Balancer,Arbitrum,9.36,11050.89,2.56,1.97
301,2024-10-27,Balancer,Arbitrum,9.44,11053.48,2.58,0.00
302,2024-10-28,Balancer,Arbitrum,9.97,11056.21,2.73,0.00
303,2024-10-29,Balancer,Arbitrum,11.03,11058.08,3.02,1.15
304,2024-10-30,Curve,Arbitrum,10.86,11059.40,2.98,1.65
305,2024-10-31,Uniswap V3,Arbitrum,10.44,11058.97,2.86,3.29
306,2024-11-01,Uniswap V3,Arbitrum,8.83,11060.72,2.42,0.67
307,2024-11-02,Curve,Arbitrum,9.94,11059.84,2.72,3.60
308,2024-11-03,Curve,Arbitrum,9.40,11061.50,2.57,0.92
309,2024-11-04,Curve,Arbitrum,10.30,11063.51,2.82,0.81
310,2024-11-05,Curve,Arbitrum,8.19,11065.75,2.24,0.00
311,2024-11-06,Pendle,Arbitrum,20.29,11063.06,5.56,8.26
312,2024-11-07,Pendle,Arbitrum,20.68,11068.72,5.66,0.00
313,2024-11-08,Pendle,Arbitrum,28.31,11075.14,7.75,1.33
314,2024-11-09,Pendle,Arbitrum,28.17,11082.85,7.71,0.00
315,2024-11-10,Pendle,Arbitrum,23.38,11089.25,6.40,0.00
316,2024-11-11,Pendle,Arbitrum,31.35,11097.83,8.58,0.00
317,2024-11-12,Pendle,Arbitrum,34.01,11107.14,9.31,0.00
318,2024-11-13,Pendle,Arbitrum,31.31,11114.39,8.57,1.33
319,2024-11-14,Pendle,Arbitrum,31.79,11123.09,8.70,0.00
320,2024-11-15,Pendle,Arbitrum,31.50,11131.71,8.62,0.00
321,2024-11-16,Curve,Arbitrum,35.04,11139.75,9.59,1.56
322,2024-11-17,Pendle,Arbitrum,29.37,11145.21,8.04,2.58
323,2024-11-18,Pendle,Arbitrum,24.42,11150.98,6.69,0.91
324,2024-11-19,Pendle,Arbitrum,18.81,11156.13,5.15,0.00
325,2024-11-20,Pendle,Arbitrum,19.01,11161.34,5.21,0.00
326,2024-11-21,Pendle,Arbitrum,20.98,11166.31,5.74,0.77
327,2024-11-22,Pendle,Arbitrum,18.37,11171.35,5.03,0.00
328,2024-11-23,Pendle,Arbitrum,16.95,11174.85,4.64,1.14
329,2024-11-24,Pendle,Arbitrum,15.23,11178.52,4.17,0.50
330,2024-11-25,Pendle,Arbitrum,18.06,11183.46,4.95,0.00
331,2024-11-26,Pendle,Arbitrum,20.84,11187.51,5.71,1.66
332,2024-11-27,Uniswap V3,Arbitrum,28.29,11189.47,7.75,5.79
333,2024-11-28,Uniswap V3,Arbitrum,21.36,11195.32,5.85,0.00
334,2024-11-29,Uniswap V3,Arbitrum,19.17,11200.57,5.25,0.00
335,2024-11-30,Uniswap V3,Arbitrum,20.62,11206.22,5.65,0.00
336,2024-12-01,Uniswap V3,Arbitrum,17.20,11210.93,4.71,0.00
337,2024-12-02,Uniswap V3,Arbitrum,17.14,11215.62,4.69,0.00
338,2024-12-03,Uniswap V3,Arbitrum,17.85,11220.51,4.89,0.00
339,2024-12-04,Uniswap V3,Arbitrum,11.76,11223.73,3.22,0.00
340,2024-12-05,Uniswap V3,Arbitrum,14.31,11227.65,3.92,0.00
341,2024-12-06,Balancer,Arbitrum,13.60,11229.15,3.73,2.22
342,2024-12-07,Balancer,Arbitrum,8.73,11230.58,2.39,0.96
343,2024-12-08,Balancer,Arbitrum,7.69,11232.69,2.11,0.00
344,2024-12-09,Balancer,Arbitrum,10.84,11233.76,2.97,1.90
345,2024-12-10,Balancer,Arbitrum,7.82,11235.90,2.14,0.00
346,2024-12-11,Balancer,Arbitrum,9.43,11238.48,2.58,0.00
347,2024-12-12,Balancer,Arbitrum,10.51,11241.36,2.88,0.00
348,2024-12-13,Balancer,Arbitrum,11.00,11242.10,3.01,2.28
349,2024-12-14,Curve,Arbitrum,9.92,11240.32,2.72,4.50
350,2024-12-15,Curve,Arbitrum,10.42,11243.17,2.86,0.00
351,2024-12-16,Curve,Arbitrum,9.01,11245.64,2.47,0.00
352,2024-12-17,Curve,Arbitrum,11.42,11248.77,3.13,0.00
353,2024-12-18,Curve,Arbitrum,10.40,11250.22,2.85,1.39
354,2024-12-19,Curve,Arbitrum,10.92,11253.21,2.99,0.00
355,2024-12-20,Uniswap V3,Arbitrum,10.92,11252.94,2.99,3.27
356,2024-12-21,Balancer,Arbitrum,11.03,11252.89,3.02,3.07
357,2024-12-22,Balancer,Arbitrum,9.69,11254.57,2.65,0.97
358,2024-12-23,Balancer,Arbitrum,9.85,11257.27,2.70,0.00
359,2024-12-24,Curve,Arbitrum,11.23,11256.38,3.08,3.97
360,2024-12-25,Curve,Arbitrum,10.33,11259.21,2.83,0.00
361,2024-12-26,Pendle,Arbitrum,11.65,11259.24,3.19,3.16
362,2024-12-27,Pendle,Arbitrum,12.54,11260.78,3.43,1.89
363,2024-12-28,Pendle,Arbitrum,13.52,11263.57,3.70,0.92
364,2024-12-29,Pendle,Arbitrum,16.85,11266.64,4.62,1.54
