Day,Date,Protocol,Chain,APY,Portfolio Value,Daily Yield,Costs
70,2024-03-10,Uniswap V3,Arbitrum,4.5,10065.63,1.24,0
71,2024-03-11,Uniswap V3,Arbitrum,5.35,10067.11,1.47,0
72,2024-03-12,Uniswap V3,Arbitrum,5.29,10068.56,1.46,0
73,2024-03-13,Uniswap V3,Arbitrum,5.36,10070.04,1.48,0
74,2024-03-14,Uniswap V3,Arbitrum,6.17,10069.35,1.7,2.39
75,2024-03-15,Uniswap V3,Arbitrum,5.23,10070.8,1.44,0
76,2024-03-16,Uniswap V3,Arbitrum,4.55,10072.05,1.26,0
77,2024-03-17,Uniswap V3,Arbitrum,4.87,10073.4,1.34,0
78,2024-03-18,Uniswap V3,Arbitrum,5.41,10073.65,1.49,1.24
79,2024-03-19,Uniswap V3,Arbitrum,4.93,10075.01,1.36,0
80,2024-03-20,Uniswap V3,Arbitrum,4.77,10076.33,1.32,0
81,2024-03-21,Uniswap V3,Arbitrum,4.45,10077.56,1.23,0
82,2024-03-22,Uniswap V3,Arbitrum,5.13,10078.97,1.42,0
83,2024-03-23,Uniswap V3,Arbitrum,6.81,10080.86,1.88,0
84,2024-03-24,Uniswap V3,Arbitrum,4.99,10082.23,1.38,0
85,2024-03-25,Uniswap V3,Arbitrum,5.05,10083.63,1.39,0
86,2024-03-26,Uniswap V3,Arbitrum,5.4,10085.12,1.49,0
87,2024-03-27,Uniswap V3,Arbitrum,5.48,10086.64,1.51,0
88,2024-03-28,Uniswap V3,Arbitrum,4.7,10087.94,1.3,0
89,2024-03-29,Uniswap V3,Arbitrum,5.28,10089.39,1.46,0
90,2024-03-30,Uniswap V3,Arbitrum,4.99,10090.77,1.38,0
91,2024-03-31,Uniswap V3,Arbitrum,9.97,10093.53,2.76,0
92,2024-03-31,Uniswap V3,Arbitrum,6.99,10095.47,1.93,0
93,2024-04-01,Uniswap V3,Arbitrum,8.57,10097.84,2.37,0
94,2024-04-02,Uniswap V3,Arbitrum,6.04,10099.51,1.67,0
95,2024-04-03,Uniswap V3,Arbitrum,6.62,10101.34,1.83,0
96,2024-04-04,Uniswap V3,Arbitrum,8.62,10103.72,2.39,0
97,2024-04-05,Balancer,Arbitrum,8.48,10100.94,2.35,5.13
98,2024-04-06,Balancer,Arbitrum,8.59,10103.32,2.38,0
99,2024-04-07,Balancer,Arbitrum,6.51,10105.12,1.8,0
100,2024-04-08,Balancer,Arbitrum,7.17,10107.1,1.98,0
101,2024-04-09,Balancer,Arbitrum,6.52,10108.91,1.81,0
102,2024-04-10,Balancer,Arbitrum,6.15,10110.61,1.7,0
103,2024-04-11,Balancer,Arbitrum,6.27,10112.35,1.74,0
104,2024-04-12,Balancer,Arbitrum,7.17,10114.33,1.99,0
105,2024-04-13,Balancer,Arbitrum,7.66,10116.46,2.12,0
106,2024-04-14,Uniswap V3,Arbitrum,9.3,10113.84,2.58,5.19
107,2024-04-15,Uniswap V3,Arbitrum,5.44,10115.35,1.51,0
108,2024-04-16,Uniswap V3,Arbitrum,6.51,10117.15,1.8,0
109,2024-04-17,Uniswap V3,Arbitrum,11.11,10120.23,3.08,0
110,2024-04-18,Uniswap V3,Arbitrum,7.81,10122.4,2.16,0
111,2024-04-19,Uniswap V3,Arbitrum,6.37,10124.16,1.77,0
112,2024-04-20,Uniswap V3,Arbitrum,6.42,10125.94,1.78,0
113,2024-04-21,Uniswap V3,Arbitrum,10.97,10128.09,3.04,0.9
114,2024-04-22,Uniswap V3,Arbitrum,6.81,10129.98,1.89,0
115,2024-04-23,Uniswap V3,Arbitrum,10.73,10129.54,2.98,3.42
116,2024-04-24,Uniswap V3,Arbitrum,5.74,10131.13,1.59,0
117,2024-04-25,Uniswap V3,Arbitrum,6.69,10132.99,1.86,0
118,2024-04-26,Uniswap V3,Arbitrum,6.57,10134.81,1.82,0
119,2024-04-27,Uniswap V3,Arbitrum,10.85,10137.82,3.01,0
120,2024-04-28,Uniswap V3,Arbitrum,6.34,10139.58,1.76,0
121,2024-04-29,Uniswap V3,Arbitrum,8.07,10141.83,2.24,0
122,2024-04-30,Uniswap V3,Arbitrum,6.26,10143.57,1.74,0
123,2024-05-01,Uniswap V3,Arbitrum,8.13,10141.47,2.26,4.35
124,2024-05-02,Uniswap V3,Arbitrum,5.07,10142.88,1.41,0
125,2024-05-03,Uniswap V3,Arbitrum,6.7,10144.75,1.86,0
126,2024-05-04,Uniswap V3,Arbitrum,5.89,10146.38,1.64,0
127,2024-05-05,Uniswap V3,Arbitrum,8.97,10144.8,2.49,4.08
128,2024-05-06,Uniswap V3,Arbitrum,7.64,10146.92,2.12,0
129,2024-05-07,Uniswap V3,Arbitrum,5.38,10148.42,1.5,0
130,2024-05-08,Uniswap V3,Arbitrum,10.07,10151.22,2.8,0
131,2024-05-09,Uniswap V3,Arbitrum,7.64,10153.34,2.13,0
132,2024-05-10,Uniswap V3,Arbitrum,7,10155.29,1.95,0
133,2024-05-11,Uniswap V3,Arbitrum,8.34,10155.77,2.32,1.84
134,2024-05-12,Uniswap V3,Arbitrum,7.06,10156.24,1.96,1.5
135,2024-05-13,Uniswap V3,Arbitrum,5.81,10157.85,1.62,0
136,2024-05-14,Uniswap V3,Arbitrum,8.76,10158.05,2.44,2.24
137,2024-05-15,Uniswap V3,Arbitrum,6.69,10159.91,1.86,0
138,2024-05-16,Uniswap V3,Arbitrum,6.21,10159.49,1.73,2.15
139,2024-05-17,Uniswap V3,Arbitrum,10.73,10162.48,2.99,0
140,2024-05-18,Uniswap V3,Arbitrum,9.11,10165.02,2.54,0
141,2024-05-19,Uniswap V3,Arbitrum,6.72,10166.89,1.87,0
142,2024-05-20,Uniswap V3,Arbitrum,6.69,10168.75,1.86,0
143,2024-05-21,Uniswap V3,Arbitrum,5.25,10170.21,1.46,0
144,2024-05-22,Uniswap V3,Arbitrum,7.23,10172.23,2.01,0
145,2024-05-23,Uniswap V3,Arbitrum,6.44,10174.02,1.79,0
146,2024-05-24,Uniswap V3,Arbitrum,6.01,10175.7,1.68,0
147,2024-05-25,Uniswap V3,Arbitrum,9.21,10178.27,2.57,0
148,2024-05-26,Uniswap V3,Arbitrum,5.88,10179.9,1.64,0
149,2024-05-27,Uniswap V3,Arbitrum,7.8,10182.08,2.18,0
150,2024-05-28,Uniswap V3,Arbitrum,4.84,10183.43,1.35,0
151,2024-05-29,Uniswap V3,Arbitrum,6.35,10185.2,1.77,0
152,2024-05-30,Uniswap V3,Arbitrum,5.54,10186.75,1.55,0
153,2024-05-31,Uniswap V3,Arbitrum,6.33,10188.52,1.77,0
154,2024-06-01,Uniswap V3,Arbitrum,5.92,10190.17,1.65,0
155,2024-06-02,Uniswap V3,Arbitrum,5.86,10191.81,1.64,0
156,2024-06-03,Uniswap V3,Arbitrum,5.86,10193.44,1.64,0
157,2024-06-04,Uniswap V3,Arbitrum,5.81,10195.06,1.62,0
158,2024-06-05,Uniswap V3,Arbitrum,5.32,10196.55,1.48,0
159,2024-06-06,Uniswap V3,Arbitrum,6.18,10198.28,1.73,0
160,2024-06-07,Uniswap V3,Arbitrum,7.6,10195.41,2.12,4.99
161,2024-06-08,Uniswap V3,Arbitrum,6.84,10197.32,1.91,0
162,2024-06-09,Uniswap V3,Arbitrum,5.35,10196.79,1.5,2.03
163,2024-06-10,Uniswap V3,Arbitrum,6.48,10198.6,1.81,0
164,2024-06-11,Uniswap V3,Arbitrum,5.38,10200.1,1.5,0
165,2024-06-12,Uniswap V3,Arbitrum,5.91,10201.76,1.65,0
166,2024-06-13,Balancer,Arbitrum,8.34,10199.36,2.33,4.73
167,2024-06-14,Balancer,Arbitrum,5.78,10200.97,1.61,0
168,2024-06-15,Balancer,Arbitrum,6.37,10202.75,1.78,0
169,2024-06-16,Balancer,Arbitrum,5.84,10204.38,1.63,0
170,2024-06-17,Balancer,Arbitrum,5.09,10205.81,1.42,0
171,2024-06-18,Balancer,Arbitrum,6.59,10207.65,1.84,0
172,2024-06-19,Balancer,Arbitrum,5.51,10209.19,1.54,0
173,2024-06-20,Balancer,Arbitrum,6.59,10211.03,1.84,0
174,2024-06-21,Balancer,Arbitrum,4.89,10212.4,1.37,0
175,2024-06-22,Balancer,Arbitrum,5.82,10214.03,1.63,0
176,2024-06-23,Balancer,Arbitrum,4.81,10215.38,1.35,0
177,2024-06-24,Balancer,Arbitrum,5.62,10216.95,1.57,0
178,2024-06-25,Balancer,Arbitrum,5.54,10218.5,1.55,0
179,2024-06-26,Balancer,Arbitrum,4.15,10219.66,1.16,0
180,2024-06-27,Balancer,Arbitrum,5.26,10221.13,1.47,0
181,2024-06-28,Balancer,Arbitrum,5.81,10222.76,1.63,0
182,2024-06-29,Balancer,Arbitrum,8.09,10225.02,2.27,0
183,2024-06-30,Balancer,Arbitrum,10.45,10227.95,2.93,0
184,2024-07-01,Balancer,Arbitrum,7.29,10229.99,2.04,0
185,2024-07-02,Balancer,Arbitrum,5.94,10231.66,1.67,0
186,2024-07-03,Curve,Arbitrum,9.07,10231.26,2.54,2.94
187,2024-07-04,Curve,Arbitrum,5.67,10232.85,1.59,0
188,2024-07-05,Curve,Arbitrum,5.22,10234.31,1.46,0
189,2024-07-06,Balancer,Arbitrum,9.57,10232.2,2.68,4.8
190,2024-07-07,Balancer,Arbitrum,7.66,10234.34,2.15,0
191,2024-07-08,Balancer,Arbitrum,6.42,10236.14,1.8,0
192,2024-07-09,Balancer,Arbitrum,6.49,10237.96,1.82,0
193,2024-07-10,Balancer,Arbitrum,6.38,10239.75,1.79,0
194,2024-07-11,Balancer,Arbitrum,7.2,10241.77,2.02,0
195,2024-07-12,Balancer,Arbitrum,6.1,10243.48,1.71,0
196,2024-07-13,Balancer,Arbitrum,5.88,10245.13,1.65,0
197,2024-07-14,Balancer,Arbitrum,6.28,10244.73,1.76,2.16
198,2024-07-15,Balancer,Arbitrum,6.28,10246.5,1.76,0
199,2024-07-16,Balancer,Arbitrum,6.42,10248.3,1.8,0
200,2024-07-17,Balancer,Arbitrum,5.6,10249.87,1.57,0
201,2024-07-18,Balancer,Arbitrum,4.9,10251.25,1.38,0
202,2024-07-19,Balancer,Arbitrum,6.49,10253.07,1.82,0
203,2024-07-20,Balancer,Arbitrum,5.53,10254.62,1.55,0
204,2024-07-21,Balancer,Arbitrum,7.95,10256.85,2.23,0
205,2024-07-22,Balancer,Arbitrum,4.85,10258.22,1.36,0
206,2024-07-23,Balancer,Arbitrum,6.27,10259.98,1.76,0
207,2024-07-24,Balancer,Arbitrum,5,10261.39,1.41,0
208,2024-07-25,Balancer,Arbitrum,4.97,10262.78,1.4,0
209,2024-07-26,Balancer,Arbitrum,6.49,10264.61,1.83,0
210,2024-07-27,Balancer,Arbitrum,4.92,10265.99,1.38,0
211,2024-07-28,Balancer,Arbitrum,5.93,10267.66,1.67,0
212,2024-07-29,Balancer,Arbitrum,6.77,10266.14,1.9,3.42
213,2024-07-30,Balancer,Arbitrum,5.62,10264.62,1.58,3.1
214,2024-07-31,Balancer,Arbitrum,4.22,10265.81,1.19,0
215,2024-08-01,Balancer,Arbitrum,5.28,10267.29,1.49,0
216,2024-08-02,Uniswap V3,Arbitrum,7.68,10264.44,2.16,5.01
217,2024-08-03,Uniswap V3,Arbitrum,7.87,10264.44,2.21,2.22
218,2024-08-04,Uniswap V3,Arbitrum,6.84,10264.49,1.93,1.87
219,2024-08-05,Uniswap V3,Arbitrum,5.83,10266.13,1.64,0
220,2024-08-06,Uniswap V3,Arbitrum,7.14,10264.42,2.01,3.72
221,2024-08-07,Uniswap V3,Arbitrum,5.15,10265.87,1.45,0
222,2024-08-08,Uniswap V3,Arbitrum,7.54,10265.9,2.12,2.09
223,2024-08-09,Uniswap V3,Arbitrum,6.45,10267.71,1.81,0
224,2024-08-10,Uniswap V3,Arbitrum,5.61,10269.29,1.58,0
225,2024-08-11,Uniswap V3,Arbitrum,4.65,10270.6,1.31,0
226,2024-08-12,Uniswap V3,Arbitrum,5.19,10272.06,1.46,0
227,2024-08-13,Uniswap V3,Arbitrum,6.99,10274.03,1.97,0
228,2024-08-14,Uniswap V3,Arbitrum,5.13,10275.47,1.44,0
229,2024-08-15,Uniswap V3,Arbitrum,5.95,10277.15,1.68,0
230,2024-08-16,Uniswap V3,Arbitrum,5.39,10278.66,1.52,0
231,2024-08-17,Uniswap V3,Arbitrum,10.89,10281.73,3.07,0
232,2024-08-18,Uniswap V3,Arbitrum,5.82,10279.39,1.64,3.98
233,2024-08-19,Uniswap V3,Arbitrum,5.12,10280.83,1.44,0
234,2024-08-20,Uniswap V3,Arbitrum,5.85,10282.47,1.65,0
235,2024-08-21,Uniswap V3,Arbitrum,6.3,10284.25,1.78,0
236,2024-08-22,Uniswap V3,Arbitrum,5.79,10284.61,1.63,1.27
237,2024-08-23,Uniswap V3,Arbitrum,4.65,10285.92,1.31,0
238,2024-08-24,Uniswap V3,Arbitrum,5.26,10287.41,1.48,0
239,2024-08-25,Uniswap V3,Arbitrum,4.74,10288.74,1.34,0
240,2024-08-26,Uniswap V3,Arbitrum,5.75,10290.36,1.62,0
241,2024-08-27,Uniswap V3,Arbitrum,4.5,10291.63,1.27,0
242,2024-08-28,Uniswap V3,Arbitrum,4.39,10292.87,1.24,0
243,2024-08-29,Uniswap V3,Arbitrum,6.17,10294.61,1.74,0
244,2024-08-30,Uniswap V3,Arbitrum,4.84,10295.98,1.37,0
245,2024-08-31,Uniswap V3,Arbitrum,5.54,10297.54,1.56,0
246,2024-09-01,Uniswap V3,Arbitrum,3.84,10298.62,1.08,0
247,2024-09-02,Uniswap V3,Arbitrum,6.14,10300.36,1.73,0
248,2024-09-03,Uniswap V3,Arbitrum,6.82,10298.85,1.93,3.43
249,2024-09-04,Uniswap V3,Arbitrum,5.9,10300.52,1.66,0
250,2024-09-05,Uniswap V3,Arbitrum,5.01,10301.93,1.41,0
251,2024-09-06,Uniswap V3,Arbitrum,5.55,10303.5,1.57,0
252,2024-09-07,Uniswap V3,Arbitrum,4.55,10304.78,1.29,0
253,2024-09-08,Balancer,Arbitrum,5.38,10303.76,1.52,2.54
254,2024-09-09,Balancer,Arbitrum,5.03,10303.24,1.42,1.94
255,2024-09-10,Balancer,Arbitrum,5.54,10304.8,1.56,0
256,2024-09-11,Balancer,Arbitrum,6.26,10306.57,1.77,0
257,2024-09-12,Balancer,Arbitrum,5.1,10308.01,1.44,0
258,2024-09-13,Balancer,Arbitrum,5.15,10309.46,1.45,0
259,2024-09-14,Balancer,Arbitrum,5.6,10309.4,1.58,1.65
260,2024-09-15,Balancer,Arbitrum,4.17,10310.57,1.18,0
261,2024-09-16,Balancer,Arbitrum,5.07,10312,1.43,0
262,2024-09-17,Balancer,Arbitrum,4.02,10313.14,1.14,0
263,2024-09-18,Balancer,Arbitrum,5.33,10314.65,1.51,0
264,2024-09-19,Balancer,Arbitrum,4.44,10315.9,1.25,0
265,2024-09-20,Balancer,Arbitrum,5.06,10317.33,1.43,0
266,2024-09-21,Balancer,Arbitrum,7.04,10319.32,1.99,0
267,2024-09-22,Balancer,Arbitrum,5.17,10320.78,1.46,0
268,2024-09-23,Balancer,Arbitrum,4.97,10322.18,1.4,0
269,2024-09-24,Uniswap V3,Arbitrum,6.74,10318.89,1.91,5.2
270,2024-09-25,Uniswap V3,Arbitrum,5.4,10320.42,1.53,0
271,2024-09-26,Uniswap V3,Arbitrum,7,10322.4,1.98,0
272,2024-09-27,Uniswap V3,Arbitrum,6.51,10324.24,1.84,0
273,2024-09-28,Uniswap V3,Arbitrum,7.75,10326.43,2.19,0
274,2024-09-29,Uniswap V3,Arbitrum,5.39,10327.96,1.52,0
275,2024-09-30,Uniswap V3,Arbitrum,7.95,10330.21,2.25,0
276,2024-10-01,Uniswap V3,Arbitrum,6.42,10332.02,1.82,0
277,2024-10-02,Uniswap V3,Arbitrum,8.25,10334.36,2.34,0
278,2024-10-03,Uniswap V3,Arbitrum,5.68,10335.97,1.61,0
279,2024-10-04,Curve,Arbitrum,6.01,10335.84,1.7,1.83
280,2024-10-05,Curve,Arbitrum,8.12,10338.14,2.3,0
281,2024-10-06,Curve,Arbitrum,6.56,10340,1.86,0
282,2024-10-07,Curve,Arbitrum,6.25,10341.77,1.77,0
283,2024-10-08,Curve,Arbitrum,6.45,10343.6,1.83,0
284,2024-10-09,Curve,Arbitrum,4.62,10344.91,1.31,0
285,2024-10-10,Curve,Arbitrum,6.58,10346.77,1.86,0
286,2024-10-11,Curve,Arbitrum,9.08,10349.34,2.57,0
287,2024-10-12,Uniswap V3,Arbitrum,6.97,10347.26,1.98,4.06
288,2024-10-13,Uniswap V3,Arbitrum,6.81,10349.19,1.93,0
289,2024-10-14,Uniswap V3,Arbitrum,9.5,10348.7,2.69,3.18
290,2024-10-15,Uniswap V3,Arbitrum,6.83,10349.3,1.94,1.34
291,2024-10-16,Uniswap V3,Arbitrum,6.44,10351.13,1.83,0
292,2024-10-17,Uniswap V3,Arbitrum,7.03,10353.12,1.99,0
293,2024-10-18,Uniswap V3,Arbitrum,7.27,10355.18,2.06,0
294,2024-10-19,Uniswap V3,Arbitrum,6.56,10357.04,1.86,0
295,2024-10-20,Uniswap V3,Arbitrum,8.26,10359.39,2.34,0
296,2024-10-21,Uniswap V3,Arbitrum,7.43,10361.5,2.11,0
297,2024-10-22,Uniswap V3,Arbitrum,6.67,10363.39,1.89,0
298,2024-10-23,Uniswap V3,Arbitrum,6.58,10365.26,1.87,0
299,2024-10-24,Uniswap V3,Arbitrum,6.78,10367.18,1.92,0
300,2024-10-25,Uniswap V3,Arbitrum,6.19,10368.94,1.76,0
301,2024-10-26,Uniswap V3,Arbitrum,7.38,10371.04,2.1,0
302,2024-10-28,Uniswap V3,Arbitrum,7.65,10373.21,2.17,0
303,2024-10-29,Uniswap V3,Arbitrum,7.3,10373.07,2.08,2.21
304,2024-10-30,Uniswap V3,Arbitrum,5.37,10374.6,1.53,0
305,2024-10-31,Uniswap V3,Arbitrum,12.11,10373.66,3.44,4.38
306,2024-11-01,Uniswap V3,Arbitrum,7.41,10375.77,2.11,0
307,2024-11-02,Uniswap V3,Arbitrum,6.26,10377.55,1.78,0
308,2024-11-03,Uniswap V3,Arbitrum,7.2,10377.73,2.05,1.87
309,2024-11-04,Uniswap V3,Arbitrum,5.92,10379.41,1.68,0
310,2024-11-05,Uniswap V3,Arbitrum,5.9,10381.09,1.68,0
311,2024-11-06,Uniswap V3,Arbitrum,6.36,10382.9,1.81,0
312,2024-11-07,Uniswap V3,Arbitrum,6.96,10384.88,1.98,0
313,2024-11-08,Uniswap V3,Arbitrum,6.79,10386.81,1.93,0
314,2024-11-09,Uniswap V3,Arbitrum,7.91,10389.06,2.25,0
315,2024-11-10,Uniswap V3,Arbitrum,7.95,10389.49,2.26,1.84
316,2024-11-11,Uniswap V3,Arbitrum,8.84,10392,2.52,0
317,2024-11-12,Uniswap V3,Arbitrum,7.81,10394.22,2.22,0
318,2024-11-13,Uniswap V3,Arbitrum,6.39,10396.04,1.82,0
319,2024-11-14,Balancer,Arbitrum,6.25,10395.43,1.78,2.39
320,2024-11-15,Balancer,Arbitrum,6.85,10397.38,1.95,0
321,2024-11-16,Balancer,Arbitrum,7.85,10399.62,2.24,0
322,2024-11-17,Balancer,Arbitrum,6.59,10401.5,1.88,0
323,2024-11-18,Balancer,Arbitrum,8.75,10403.99,2.49,0
324,2024-11-19,Balancer,Arbitrum,6.59,10405.87,1.88,0
325,2024-11-20,Balancer,Arbitrum,6.77,10407.8,1.93,0
326,2024-11-21,Balancer,Arbitrum,5.97,10409.5,1.7,0
327,2024-11-22,Balancer,Arbitrum,7.85,10411.74,2.24,0
328,2024-11-23,Uniswap V3,Arbitrum,11.24,10410.87,3.21,4.08
329,2024-11-24,Uniswap V3,Arbitrum,9.02,10411.02,2.57,2.42
330,2024-11-25,Uniswap V3,Arbitrum,11.45,10411.35,3.27,2.93
331,2024-11-26,Uniswap V3,Arbitrum,6.94,10413.33,1.98,0
332,2024-11-27,Uniswap V3,Arbitrum,8.41,10415.73,2.4,0
333,2024-11-28,Uniswap V3,Arbitrum,7.19,10417.78,2.05,0
334,2024-11-29,Uniswap V3,Arbitrum,5.77,10419.43,1.65,0
335,2024-11-30,Uniswap V3,Arbitrum,6.15,10421.19,1.76,0
336,2024-12-01,Uniswap V3,Arbitrum,5.66,10422.81,1.62,0
337,2024-12-02,Uniswap V3,Arbitrum,7.75,10425.02,2.21,0
338,2024-12-03,Uniswap V3,Arbitrum,8.18,10427.35,2.34,0
339,2024-12-04,Balancer,Arbitrum,8.92,10427.24,2.55,2.66
340,2024-12-05,Balancer,Arbitrum,8.92,10429.79,2.55,0
341,2024-12-06,Balancer,Arbitrum,8.9,10432.33,2.54,0
342,2024-12-07,Uniswap V3,Arbitrum,9.91,10433.31,2.83,1.86
343,2024-12-08,Uniswap V3,Arbitrum,7.19,10435.36,2.05,0
344,2024-12-09,Uniswap V3,Arbitrum,7.76,10437.58,2.22,0
345,2024-12-10,Uniswap V3,Arbitrum,10.8,10440.67,3.09,0
346,2024-12-11,Uniswap V3,Arbitrum,7.84,10442.91,2.24,0
347,2024-12-12,Uniswap V3,Arbitrum,9.07,10445.51,2.59,0
348,2024-12-13,Uniswap V3,Arbitrum,7.74,10447.72,2.21,0
349,2024-12-14,Uniswap V3,Arbitrum,9.09,10450.33,2.6,0
350,2024-12-15,Uniswap V3,Arbitrum,12.23,10453.83,3.5,0
351,2024-12-16,Uniswap V3,Arbitrum,9.77,10456.63,2.8,0
352,2024-12-17,Uniswap V3,Arbitrum,8.05,10458.93,2.31,0
353,2024-12-18,Uniswap V3,Arbitrum,8.3,10461.31,2.38,0
354,2024-12-19,Uniswap V3,Arbitrum,7.76,10463.53,2.23,0
355,2024-12-20,Uniswap V3,Arbitrum,9.73,10466.33,2.79,0
356,2024-12-21,Uniswap V3,Arbitrum,9.19,10468.96,2.63,0
357,2024-12-22,Uniswap V3,Arbitrum,9.48,10469.62,2.72,2.06
358,2024-12-23,Uniswap V3,Arbitrum,10.72,10472.69,3.07,0
359,2024-12-24,Uniswap V3,Arbitrum,9.85,10475.52,2.83,0
360,2024-12-25,Uniswap V3,Arbitrum,8.86,10478.07,2.54,0
361,2024-12-26,Uniswap V3,Arbitrum,7.48,10478.04,2.15,2.17
362,2024-12-27,Uniswap V3,Arbitrum,10.6,10481.08,3.04,0
363,2024-12-28,Uniswap V3,Arbitrum,7.88,10483.35,2.26,0
